"","word","wordcount","freq","mlu","solo","last","first","charactercount","language","totalcount"
"2503","dieci",9,0.000104860884559817,8.44444444444444,1,3,NA,5,"Italian",85828
"2504","ricerca",3,3.49536281866058e-05,9.33333333333333,NA,2,NA,7,"Italian",85828
"2505","leoncino",2,2.33024187910705e-05,4,NA,1,1,8,"Italian",85828
"2506","sconvolta",1,1.16512093955353e-05,6,NA,1,NA,9,"Italian",85828
"2507","portare",4,4.6604837582141e-05,12.5,NA,NA,NA,7,"Italian",85828
"2508","sbagliato",6,6.99072563732115e-05,5.5,1,1,NA,9,"Italian",85828
"2509","contare",5,5.82560469776763e-05,8.4,NA,1,NA,7,"Italian",85828
"2510","bisognino",1,1.16512093955353e-05,13,NA,NA,NA,9,"Italian",85828
"2511","gliele",1,1.16512093955353e-05,2,NA,NA,1,6,"Italian",85828
"2512","falle",1,1.16512093955353e-05,4,NA,NA,1,5,"Italian",85828
"2513","troni",1,1.16512093955353e-05,12,NA,NA,NA,5,"Italian",85828
"2514","trono",6,6.99072563732115e-05,8.5,NA,1,NA,5,"Italian",85828
"2515","mo",2,2.33024187910705e-05,4.5,NA,NA,1,2,"Italian",85828
"2516","ricorda",3,3.49536281866058e-05,6,NA,3,NA,7,"Italian",85828
"2517","controllare",1,1.16512093955353e-05,14,NA,NA,NA,11,"Italian",85828
"2518","r",1,1.16512093955353e-05,7,NA,NA,NA,1,"Italian",85828
"2519","ribaltarlo",1,1.16512093955353e-05,7,NA,NA,NA,10,"Italian",85828
"2520","contrario",3,3.49536281866058e-05,11.6666666666667,NA,2,NA,9,"Italian",85828
"2521","sicura",2,2.33024187910705e-05,7.5,NA,1,NA,6,"Italian",85828
"2522","giusti",3,3.49536281866058e-05,7.66666666666667,NA,2,NA,6,"Italian",85828
"2523","pezzino",1,1.16512093955353e-05,10,NA,NA,NA,7,"Italian",85828
"2524","colorate",6,6.99072563732115e-05,5.33333333333333,NA,5,NA,8,"Italian",85828
"2525","guardi",3,3.49536281866058e-05,6.33333333333333,NA,NA,1,6,"Italian",85828
"2526","trovavo",1,1.16512093955353e-05,14,NA,1,NA,7,"Italian",85828
"2527","livia",2,2.33024187910705e-05,5,1,1,NA,5,"Italian",85828
"2528","ahm",2,2.33024187910705e-05,4,NA,NA,2,3,"Italian",85828
"2529","barca",11,0.000128163303350888,8.18181818181818,NA,8,1,5,"Italian",85828
"2530","pinne",3,3.49536281866058e-05,6.33333333333333,NA,2,NA,5,"Italian",85828
"2531","nuotare",5,5.82560469776763e-05,9.4,NA,1,NA,7,"Italian",85828
"2532","veloci",2,2.33024187910705e-05,8.5,NA,2,NA,6,"Italian",85828
"2533","pinna",1,1.16512093955353e-05,6,NA,NA,NA,5,"Italian",85828
"2534","pescecane",1,1.16512093955353e-05,6,NA,1,NA,9,"Italian",85828
"2535","posato",2,2.33024187910705e-05,6.5,NA,NA,NA,6,"Italian",85828
"2536","appoggiato",4,4.6604837582141e-05,9,NA,2,NA,10,"Italian",85828
"2537","qualcuno",12,0.000139814512746423,8.91666666666667,NA,4,1,8,"Italian",85828
"2538","lorena",25,0.000291280234888381,6.16,1,13,1,6,"Italian",85828
"2539","polizia",5,5.82560469776763e-05,7.8,NA,4,NA,7,"Italian",85828
"2540","capace",6,6.99072563732115e-05,7.16666666666667,NA,3,NA,6,"Italian",85828
"2541","chiavetta",1,1.16512093955353e-05,7,NA,1,NA,9,"Italian",85828
"2542","dura",5,5.82560469776763e-05,8.4,NA,2,NA,4,"Italian",85828
"2543","portamela",2,2.33024187910705e-05,4.5,NA,NA,1,9,"Italian",85828
"2544","tirarmela",1,1.16512093955353e-05,7,NA,1,NA,9,"Italian",85828
"2545","tirarla",1,1.16512093955353e-05,2,NA,1,NA,7,"Italian",85828
"2546","curva",2,2.33024187910705e-05,6.5,NA,2,NA,5,"Italian",85828
"2547","saltare",3,3.49536281866058e-05,10,NA,NA,NA,7,"Italian",85828
"2548","paraurti",1,1.16512093955353e-05,7,NA,1,NA,8,"Italian",85828
"2549","riusciamo",3,3.49536281866058e-05,6,NA,NA,NA,9,"Italian",85828
"2550","rimetterlo",1,1.16512093955353e-05,5,NA,1,NA,10,"Italian",85828
"2551","rimesso",1,1.16512093955353e-05,3,NA,NA,1,7,"Italian",85828
"2552","mettendo",2,2.33024187910705e-05,9.5,NA,NA,NA,8,"Italian",85828
"2553","lancio",2,2.33024187910705e-05,3.5,NA,1,NA,6,"Italian",85828
"2554","lontana",3,3.49536281866058e-05,3.66666666666667,1,NA,1,7,"Italian",85828
"2555","leggera",2,2.33024187910705e-05,4,1,NA,NA,7,"Italian",85828
"2556","colpito",13,0.000151465722141958,5,1,7,NA,7,"Italian",85828
"2557","poveri",5,5.82560469776763e-05,6,2,NA,2,6,"Italian",85828
"2558","pagliacci",1,1.16512093955353e-05,7,NA,NA,NA,9,"Italian",85828
"2559","maltrattati",1,1.16512093955353e-05,7,NA,NA,NA,11,"Italian",85828
"2560","lascio",5,5.82560469776763e-05,5.6,NA,1,NA,6,"Italian",85828
"2561","penne",5,5.82560469776763e-05,4.8,NA,3,NA,5,"Italian",85828
"2562","dimostrarti",1,1.16512093955353e-05,19,NA,NA,NA,11,"Italian",85828
"2563","stessa",7,8.15584657687468e-05,11,NA,1,NA,6,"Italian",85828
"2564","userò",1,1.16512093955353e-05,14,NA,NA,NA,5,"Italian",85828
"2565","provo",7,8.15584657687468e-05,4.85714285714286,NA,1,3,5,"Italian",85828
"2566","pupille",3,3.49536281866058e-05,4,NA,2,NA,7,"Italian",85828
"2567","scrivendo",1,1.16512093955353e-05,9,NA,NA,NA,9,"Italian",85828
"2568","sarebbe",6,6.99072563732115e-05,8,NA,1,2,7,"Italian",85828
"2569","dov",1,1.16512093955353e-05,5,NA,1,NA,3,"Italian",85828
"2570","riconosci",2,2.33024187910705e-05,7,NA,2,NA,9,"Italian",85828
"2571","sparpagliate",3,3.49536281866058e-05,9,NA,NA,NA,12,"Italian",85828
"2572","spina",2,2.33024187910705e-05,6,NA,1,NA,5,"Italian",85828
"2573","panna",1,1.16512093955353e-05,10,NA,1,NA,5,"Italian",85828
"2574","facce",1,1.16512093955353e-05,9,NA,NA,NA,5,"Italian",85828
"2575","sciarpa",2,2.33024187910705e-05,4.5,NA,1,NA,7,"Italian",85828
"2576","beccone",1,1.16512093955353e-05,6,NA,1,NA,7,"Italian",85828
"2577","acquetta",2,2.33024187910705e-05,6.5,NA,1,NA,8,"Italian",85828
"2578","trovi",9,0.000104860884559817,7.11111111111111,NA,2,NA,5,"Italian",85828
"2579","mangiava",2,2.33024187910705e-05,6.5,NA,NA,NA,8,"Italian",85828
"2580","dirlo",3,3.49536281866058e-05,5,NA,2,NA,5,"Italian",85828
"2581","pam",2,2.33024187910705e-05,3,NA,NA,2,3,"Italian",85828
"2582","passerotto",1,1.16512093955353e-05,9,NA,NA,NA,10,"Italian",85828
"2583","mao",1,1.16512093955353e-05,3,NA,NA,NA,3,"Italian",85828
"2584","issa",4,4.6604837582141e-05,2.5,NA,1,3,4,"Italian",85828
"2585","pesanti",2,2.33024187910705e-05,4.5,NA,NA,1,7,"Italian",85828
"2586","sollevare",1,1.16512093955353e-05,5,NA,NA,NA,9,"Italian",85828
"2587","cento",8,9.3209675164282e-05,11.875,NA,NA,3,5,"Italian",85828
"2588","cucciolotti",4,4.6604837582141e-05,11.5,NA,3,NA,11,"Italian",85828
"2589","podevi",1,1.16512093955353e-05,9,NA,NA,NA,6,"Italian",85828
"2590","potevi",2,2.33024187910705e-05,8.5,NA,NA,NA,6,"Italian",85828
"2591","ritrovato",1,1.16512093955353e-05,5,NA,1,NA,9,"Italian",85828
"2592","ali",5,5.82560469776763e-05,7.4,NA,2,NA,3,"Italian",85828
"2593","scheda",1,1.16512093955353e-05,8,NA,NA,NA,6,"Italian",85828
"2594","magari",12,0.000139814512746423,11.75,NA,NA,3,6,"Italian",85828
"2595","fartelo",1,1.16512093955353e-05,5,NA,NA,NA,7,"Italian",85828
"2596","campo",4,4.6604837582141e-05,8.75,NA,NA,NA,5,"Italian",85828
"2597","ricci",13,0.000151465722141958,4.53846153846154,NA,10,NA,5,"Italian",85828
"2598","figlioletti",2,2.33024187910705e-05,11,NA,2,NA,11,"Italian",85828
"2599","famiglia",4,4.6604837582141e-05,9,NA,1,NA,8,"Italian",85828
"2600","figli",3,3.49536281866058e-05,12,NA,2,NA,5,"Italian",85828
"2601","allodola",3,3.49536281866058e-05,2.66666666666667,NA,3,NA,8,"Italian",85828
"2602","gazza",2,2.33024187910705e-05,7,NA,NA,NA,5,"Italian",85828
"2603","ladra",2,2.33024187910705e-05,7,NA,1,NA,5,"Italian",85828
"2604","cavallette",1,1.16512093955353e-05,11,NA,NA,NA,10,"Italian",85828
"2605","interessano",2,2.33024187910705e-05,7,NA,1,NA,11,"Italian",85828
"2606","lepre",7,8.15584657687468e-05,5.57142857142857,NA,4,NA,5,"Italian",85828
"2607","nuotando",2,2.33024187910705e-05,6,NA,2,NA,8,"Italian",85828
"2608","costretta",1,1.16512093955353e-05,15,NA,1,NA,9,"Italian",85828
"2609","lepri",3,3.49536281866058e-05,12,NA,2,NA,5,"Italian",85828
"2610","soffione",4,4.6604837582141e-05,8.25,NA,NA,NA,8,"Italian",85828
"2611","soffioni",3,3.49536281866058e-05,3.66666666666667,1,NA,NA,8,"Italian",85828
"2612","soffi",4,4.6604837582141e-05,12,NA,NA,1,5,"Italian",85828
"2613","lontani",1,1.16512093955353e-05,3,NA,1,NA,7,"Italian",85828
"2614","api",4,4.6604837582141e-05,3.25,1,2,NA,3,"Italian",85828
"2615","risaie",1,1.16512093955353e-05,3,NA,1,NA,6,"Italian",85828
"2616","biscia",1,1.16512093955353e-05,5,NA,NA,NA,6,"Italian",85828
"2617","sogni",1,1.16512093955353e-05,6,NA,1,NA,5,"Italian",85828
"2618","escono",2,2.33024187910705e-05,12.5,NA,NA,NA,6,"Italian",85828
"2619","pulcini",8,9.3209675164282e-05,5,1,5,NA,7,"Italian",85828
"2620","galline",7,8.15584657687468e-05,6.42857142857143,NA,5,NA,7,"Italian",85828
"2621","formica",5,5.82560469776763e-05,8.6,NA,2,NA,7,"Italian",85828
"2622","carina",2,2.33024187910705e-05,6.5,NA,NA,NA,6,"Italian",85828
"2623","talpa",2,2.33024187910705e-05,3.5,NA,2,NA,5,"Italian",85828
"2624","cuccioli",11,0.000128163303350888,16.3636363636364,NA,6,NA,8,"Italian",85828
"2625","maialini",4,4.6604837582141e-05,5.25,NA,2,1,8,"Italian",85828
"2626","quattordici",1,1.16512093955353e-05,2,NA,NA,1,11,"Italian",85828
"2627","tacchino",3,3.49536281866058e-05,3.33333333333333,1,2,NA,8,"Italian",85828
"2628","rullo",1,1.16512093955353e-05,8,NA,1,NA,5,"Italian",85828
"2629","corda",8,9.3209675164282e-05,10.625,NA,3,NA,5,"Italian",85828
"2630","salutare",2,2.33024187910705e-05,11,NA,1,NA,8,"Italian",85828
"2631","vedete",1,1.16512093955353e-05,7,NA,NA,NA,6,"Italian",85828
"2632","salutato",1,1.16512093955353e-05,6,NA,NA,NA,8,"Italian",85828
"2633","messe",6,6.99072563732115e-05,6.66666666666667,NA,1,NA,5,"Italian",85828
"2634","risata",1,1.16512093955353e-05,6,NA,NA,NA,6,"Italian",85828
"2635","vuotare",2,2.33024187910705e-05,3.5,NA,NA,1,7,"Italian",85828
"2636","sv",1,1.16512093955353e-05,12,NA,NA,NA,2,"Italian",85828
"2637","svuotare",2,2.33024187910705e-05,9,NA,NA,NA,8,"Italian",85828
"2638","impedisco",1,1.16512093955353e-05,6,NA,NA,NA,9,"Italian",85828
"2639","vuotiamo",2,2.33024187910705e-05,5,NA,NA,NA,8,"Italian",85828
"2640","montare",6,6.99072563732115e-05,11.6666666666667,NA,1,NA,7,"Italian",85828
"2641","bandierine",3,3.49536281866058e-05,6,NA,2,NA,10,"Italian",85828
"2642","tirarle",3,3.49536281866058e-05,7,NA,NA,NA,7,"Italian",85828
"2643","rispetto",1,1.16512093955353e-05,8,NA,NA,NA,8,"Italian",85828
"2644","vuoti",1,1.16512093955353e-05,7,NA,NA,NA,5,"Italian",85828
"2645","smontare",1,1.16512093955353e-05,4,NA,1,NA,8,"Italian",85828
"2646","importa",3,3.49536281866058e-05,6.66666666666667,NA,2,NA,7,"Italian",85828
"2647","met",1,1.16512093955353e-05,9,NA,NA,NA,3,"Italian",85828
"2648","smontato",1,1.16512093955353e-05,5,NA,1,NA,8,"Italian",85828
"2649","ricostruirlo",1,1.16512093955353e-05,2,NA,1,NA,12,"Italian",85828
"2650","giusta",3,3.49536281866058e-05,8.66666666666667,NA,2,NA,6,"Italian",85828
"2651","nocio",1,1.16512093955353e-05,1,1,NA,NA,5,"Italian",85828
"2652","sportello",1,1.16512093955353e-05,12,NA,NA,NA,9,"Italian",85828
"2653","compare",2,2.33024187910705e-05,11,NA,1,NA,7,"Italian",85828
"2654","pronte",1,1.16512093955353e-05,5,NA,NA,NA,6,"Italian",85828
"2655","mente",3,3.49536281866058e-05,9,NA,NA,NA,5,"Italian",85828
"2656","pedala",1,1.16512093955353e-05,1,1,NA,NA,6,"Italian",85828
"2657","ghirom",1,1.16512093955353e-05,3,NA,1,NA,6,"Italian",85828
"2658","palo",1,1.16512093955353e-05,4,NA,NA,NA,4,"Italian",85828
"2659","riconosciuta",1,1.16512093955353e-05,5,NA,NA,NA,12,"Italian",85828
"2660","sciocca",4,4.6604837582141e-05,3.75,NA,3,NA,7,"Italian",85828
"2661","ciabatta",5,5.82560469776763e-05,4,NA,4,NA,8,"Italian",85828
"2662","asciuga",1,1.16512093955353e-05,6,NA,NA,NA,7,"Italian",85828
"2663","gih",1,1.16512093955353e-05,1,1,NA,NA,3,"Italian",85828
"2664","disegnata",3,3.49536281866058e-05,4.33333333333333,NA,3,NA,9,"Italian",85828
"2665","denk",1,1.16512093955353e-05,13,NA,NA,NA,4,"Italian",85828
"2666","disfa",2,2.33024187910705e-05,8.5,NA,NA,NA,5,"Italian",85828
"2667","ricompone",1,1.16512093955353e-05,8,NA,1,NA,9,"Italian",85828
"2668","scatolona",2,2.33024187910705e-05,13,NA,1,NA,9,"Italian",85828
"2669","colletto",4,4.6604837582141e-05,13.5,NA,2,NA,8,"Italian",85828
"2670","ricostruisce",1,1.16512093955353e-05,5,NA,1,NA,12,"Italian",85828
"2671","ricostruire",2,2.33024187910705e-05,8,NA,NA,NA,11,"Italian",85828
"2672","coccolo",2,2.33024187910705e-05,3,NA,NA,2,7,"Italian",85828
"2673","cantava",2,2.33024187910705e-05,7,NA,1,NA,7,"Italian",85828
"2674","luilida",1,1.16512093955353e-05,5,NA,NA,NA,7,"Italian",85828
"2675","luisa",1,1.16512093955353e-05,5,NA,1,NA,5,"Italian",85828
"2676","volere",1,1.16512093955353e-05,4,NA,NA,NA,6,"Italian",85828
"2677","pignoli",1,1.16512093955353e-05,4,NA,1,NA,7,"Italian",85828
"2678","andrebbe",2,2.33024187910705e-05,8,NA,NA,NA,8,"Italian",85828
"2679","pignola",2,2.33024187910705e-05,8,NA,2,NA,7,"Italian",85828
"2680","moh",1,1.16512093955353e-05,2,NA,1,NA,3,"Italian",85828
"2681","disfatto",4,4.6604837582141e-05,5.75,NA,2,NA,8,"Italian",85828
"2682","bersaglio",1,1.16512093955353e-05,5,NA,NA,NA,9,"Italian",85828
"2683","ciabattine",1,1.16512093955353e-05,12,NA,NA,NA,10,"Italian",85828
"2684","chiamale",1,1.16512093955353e-05,14,NA,NA,NA,8,"Italian",85828
"2685","grungrun",1,1.16512093955353e-05,3,NA,NA,NA,8,"Italian",85828
"2686","grun",1,1.16512093955353e-05,3,NA,1,NA,4,"Italian",85828
"2687","pulisco",6,6.99072563732115e-05,5.66666666666667,NA,NA,NA,7,"Italian",85828
"2688","peleta",1,1.16512093955353e-05,2,NA,1,NA,6,"Italian",85828
"2689","bicchieri",3,3.49536281866058e-05,4.33333333333333,NA,3,NA,9,"Italian",85828
"2690","papa",2,2.33024187910705e-05,9,NA,NA,NA,4,"Italian",85828
"2691","occhiolino",1,1.16512093955353e-05,15,NA,NA,NA,10,"Italian",85828
"2692","cercavo",3,3.49536281866058e-05,13.6666666666667,NA,NA,NA,7,"Italian",85828
"2693","insegnarti",1,1.16512093955353e-05,15,NA,NA,NA,10,"Italian",85828
"2694","scivolato",2,2.33024187910705e-05,6,NA,NA,NA,9,"Italian",85828
"2695","banchetto",2,2.33024187910705e-05,5.5,NA,1,NA,9,"Italian",85828
"2696","aca",2,2.33024187910705e-05,4.5,NA,1,NA,3,"Italian",85828
"2697","coccodé",1,1.16512093955353e-05,7,NA,1,NA,7,"Italian",85828
"2698","cipcip",1,1.16512093955353e-05,4,NA,1,NA,6,"Italian",85828
"2699","cola",3,3.49536281866058e-05,8,NA,1,NA,4,"Italian",85828
"2700","pulisciti",3,3.49536281866058e-05,4,NA,NA,1,9,"Italian",85828
"2701","gne",1,1.16512093955353e-05,1,1,NA,NA,3,"Italian",85828
"2702","equilibrio",1,1.16512093955353e-05,10,NA,1,NA,10,"Italian",85828
"2703","azzurri",8,9.3209675164282e-05,5,NA,3,1,7,"Italian",85828
"2704","bardamenti",3,3.49536281866058e-05,8.33333333333333,NA,1,NA,10,"Italian",85828
"2705","chiamato",4,4.6604837582141e-05,7,NA,1,NA,8,"Italian",85828
"2706","buttando",1,1.16512093955353e-05,12,NA,NA,NA,8,"Italian",85828
"2707","vetro",4,4.6604837582141e-05,8.5,NA,1,NA,5,"Italian",85828
"2708","schiacciarla",1,1.16512093955353e-05,5,NA,1,NA,12,"Italian",85828
"2709","zanzare",2,2.33024187910705e-05,7.5,NA,NA,NA,7,"Italian",85828
"2710","tasti",5,5.82560469776763e-05,6.4,NA,3,NA,5,"Italian",85828
"2711","guarderò",1,1.16512093955353e-05,8,NA,NA,NA,8,"Italian",85828
"2712","album",1,1.16512093955353e-05,8,NA,NA,NA,5,"Italian",85828
"2713","caccia",3,3.49536281866058e-05,14,NA,NA,NA,6,"Italian",85828
"2714","vuoto",6,6.99072563732115e-05,5.33333333333333,NA,4,NA,5,"Italian",85828
"2715","riccioli",1,1.16512093955353e-05,13,NA,NA,NA,8,"Italian",85828
"2716","lanci",5,5.82560469776763e-05,7.6,NA,3,NA,5,"Italian",85828
"2717","mortale",1,1.16512093955353e-05,5,NA,1,NA,7,"Italian",85828
"2718","pupazzo",3,3.49536281866058e-05,8.33333333333333,NA,1,NA,7,"Italian",85828
"2719","farti",6,6.99072563732115e-05,7.83333333333333,NA,NA,NA,5,"Italian",85828
"2720","tranquillo",1,1.16512093955353e-05,7,NA,1,NA,10,"Italian",85828
"2721","distesi",2,2.33024187910705e-05,7,NA,1,NA,7,"Italian",85828
"2722","brumbrumbrumbrum",1,1.16512093955353e-05,1,1,NA,NA,16,"Italian",85828
"2723","sappia",2,2.33024187910705e-05,10.5,NA,NA,NA,6,"Italian",85828
"2724","sale",9,0.000104860884559817,6.22222222222222,NA,3,3,4,"Italian",85828
"2725","sceso",1,1.16512093955353e-05,7,NA,NA,NA,5,"Italian",85828
"2726","tappo",4,4.6604837582141e-05,10.75,NA,NA,NA,5,"Italian",85828
"2727","pulisci",1,1.16512093955353e-05,7,NA,NA,NA,7,"Italian",85828
"2728","maglia",6,6.99072563732115e-05,11.5,NA,2,NA,6,"Italian",85828
"2729","carini",2,2.33024187910705e-05,4,NA,2,NA,6,"Italian",85828
"2730","maiali",1,1.16512093955353e-05,1,1,NA,NA,6,"Italian",85828
"2731","neve",6,6.99072563732115e-05,6.83333333333333,NA,4,NA,4,"Italian",85828
"2732","pinguini",1,1.16512093955353e-05,1,1,NA,NA,8,"Italian",85828
"2733","nasconde",8,9.3209675164282e-05,6.625,NA,3,NA,8,"Italian",85828
"2734","pa",5,5.82560469776763e-05,3.4,NA,1,2,2,"Italian",85828
"2735","pin",9,0.000104860884559817,4.66666666666667,3,2,2,3,"Italian",85828
"2736","scaldarsi",1,1.16512093955353e-05,6,NA,1,NA,9,"Italian",85828
"2737","ghiaccio",1,1.16512093955353e-05,5,NA,NA,NA,8,"Italian",85828
"2738","tempesta",1,1.16512093955353e-05,6,NA,NA,NA,8,"Italian",85828
"2739","foca",3,3.49536281866058e-05,11.6666666666667,NA,1,NA,4,"Italian",85828
"2740","arriverà",2,2.33024187910705e-05,3,NA,1,NA,8,"Italian",85828
"2741","papà paolo",2,2.33024187910705e-05,1.5,1,NA,NA,10,"Italian",85828
"2742","dario",8,9.3209675164282e-05,7.625,NA,5,NA,5,"Italian",85828
"2743","abitano",8,9.3209675164282e-05,6.625,NA,1,NA,7,"Italian",85828
"2744","solito",5,5.82560469776763e-05,11.2,NA,2,NA,6,"Italian",85828
"2745","persone",4,4.6604837582141e-05,10.25,NA,2,NA,7,"Italian",85828
"2746","settimana",8,9.3209675164282e-05,7.75,NA,2,NA,9,"Italian",85828
"2747","computer",1,1.16512093955353e-05,7,NA,NA,NA,8,"Italian",85828
"2748","taca",1,1.16512093955353e-05,1,1,NA,NA,4,"Italian",85828
"2749","stata",13,0.000151465722141958,8.76923076923077,NA,1,NA,5,"Italian",85828
"2750","tenerti",1,1.16512093955353e-05,10,NA,NA,NA,7,"Italian",85828
"2751","compagnia",2,2.33024187910705e-05,14,NA,1,NA,9,"Italian",85828
"2752","borsettina",1,1.16512093955353e-05,8,NA,1,NA,10,"Italian",85828
"2753","lingua",3,3.49536281866058e-05,9,NA,NA,NA,6,"Italian",85828
"2754","berrettino",1,1.16512093955353e-05,5,NA,NA,NA,10,"Italian",85828
"2755","probabilmente",8,9.3209675164282e-05,9.875,NA,NA,2,13,"Italian",85828
"2756","svita",1,1.16512093955353e-05,3,NA,1,NA,5,"Italian",85828
"2757","colo",1,1.16512093955353e-05,10,NA,NA,NA,4,"Italian",85828
"2758","arancioni",7,8.15584657687468e-05,8.85714285714286,NA,3,2,9,"Italian",85828
"2759","fari",1,1.16512093955353e-05,13,NA,NA,NA,4,"Italian",85828
"2760","faro",2,2.33024187910705e-05,2.5,NA,2,NA,4,"Italian",85828
"2761","anteriori",2,2.33024187910705e-05,7.5,NA,2,NA,9,"Italian",85828
"2762","divani",1,1.16512093955353e-05,3,NA,1,NA,6,"Italian",85828
"2763","cicip",1,1.16512093955353e-05,2,NA,1,NA,5,"Italian",85828
"2764","piopio",1,1.16512093955353e-05,2,NA,1,NA,6,"Italian",85828
"2765","boh",14,0.000163116931537494,5.14285714285714,3,3,5,3,"Italian",85828
"2766","alright",1,1.16512093955353e-05,4,NA,1,NA,7,"Italian",85828
"2767","ricostruirle",1,1.16512093955353e-05,2,NA,1,NA,12,"Italian",85828
"2768","he",1,1.16512093955353e-05,4,NA,NA,1,2,"Italian",85828
"2769","darti",2,2.33024187910705e-05,9.5,NA,NA,NA,5,"Italian",85828
"2770","vena",2,2.33024187910705e-05,5.5,NA,1,NA,4,"Italian",85828
"2771","gattoni",1,1.16512093955353e-05,2,NA,1,NA,7,"Italian",85828
"2772","miagola",3,3.49536281866058e-05,6,NA,3,NA,7,"Italian",85828
"2773","doppia",1,1.16512093955353e-05,4,NA,1,NA,6,"Italian",85828
"2774","file",1,1.16512093955353e-05,7,NA,NA,NA,4,"Italian",85828
"2775","vestiamo",2,2.33024187910705e-05,6,NA,1,NA,8,"Italian",85828
"2776","cubo",6,6.99072563732115e-05,7.33333333333333,NA,5,NA,4,"Italian",85828
"2777","bucato",3,3.49536281866058e-05,8.66666666666667,NA,NA,NA,6,"Italian",85828
"2778","pfh",1,1.16512093955353e-05,8,NA,1,NA,3,"Italian",85828
"2779","corse",2,2.33024187910705e-05,4.5,NA,1,NA,5,"Italian",85828
"2780","zoppichi",1,1.16512093955353e-05,1,1,NA,NA,8,"Italian",85828
"2781","mostra",4,4.6604837582141e-05,11.75,NA,1,NA,6,"Italian",85828
"2782","camminavi",2,2.33024187910705e-05,5.5,NA,1,1,9,"Italian",85828
"2783","papere",2,2.33024187910705e-05,2.5,NA,NA,1,6,"Italian",85828
"2784","pois",1,1.16512093955353e-05,5,NA,1,NA,4,"Italian",85828
"2785","servito",1,1.16512093955353e-05,4,NA,NA,NA,7,"Italian",85828
"2786","basso",1,1.16512093955353e-05,6,NA,NA,NA,5,"Italian",85828
"2787","danno",5,5.82560469776763e-05,6.8,NA,1,NA,5,"Italian",85828
"2788","sacchetto",5,5.82560469776763e-05,7.6,NA,2,NA,9,"Italian",85828
"2789","conservato",1,1.16512093955353e-05,15,NA,1,NA,10,"Italian",85828
"2790","ihquiquoqua",1,1.16512093955353e-05,1,1,NA,NA,11,"Italian",85828
"2791","paolo",7,8.15584657687468e-05,3,1,4,1,5,"Italian",85828
"2792","aerei",1,1.16512093955353e-05,10,NA,NA,NA,5,"Italian",85828
"2793","acrobazie",2,2.33024187910705e-05,9.5,NA,1,NA,9,"Italian",85828
"2794","nuotava",5,5.82560469776763e-05,8,NA,NA,NA,7,"Italian",85828
"2795","gherri",1,1.16512093955353e-05,2,NA,1,NA,6,"Italian",85828
"2796","tartarughina",3,3.49536281866058e-05,8.33333333333333,NA,1,NA,12,"Italian",85828
"2797","allegra",1,1.16512093955353e-05,3,NA,1,NA,7,"Italian",85828
"2798","zampe",4,4.6604837582141e-05,6,NA,3,NA,5,"Italian",85828
"2799","spingeva",1,1.16512093955353e-05,3,NA,NA,NA,8,"Italian",85828
"2800","malattia",3,3.49536281866058e-05,9,NA,1,NA,8,"Italian",85828
"2801","bestia",3,3.49536281866058e-05,9.66666666666667,NA,1,NA,6,"Italian",85828
"2802","renna",1,1.16512093955353e-05,5,NA,NA,NA,5,"Italian",85828
"2803","pale",1,1.16512093955353e-05,4,NA,NA,NA,4,"Italian",85828
"2804","prepareremo",1,1.16512093955353e-05,10,NA,NA,NA,11,"Italian",85828
"2805","mezza",4,4.6604837582141e-05,6.25,NA,NA,NA,5,"Italian",85828
"2806","intera",2,2.33024187910705e-05,8.5,NA,2,NA,6,"Italian",85828
"2807","arrampicarsi",1,1.16512093955353e-05,5,NA,NA,NA,12,"Italian",85828
"2808","fase",2,2.33024187910705e-05,5.5,NA,1,NA,4,"Italian",85828
"2809","arrampicata",1,1.16512093955353e-05,6,NA,1,NA,11,"Italian",85828
"2810","famoso",1,1.16512093955353e-05,7,NA,NA,NA,6,"Italian",85828
"2811","occhietto",2,2.33024187910705e-05,5,NA,1,NA,9,"Italian",85828
"2812","nascosto",10,0.000116512093955353,5.6,NA,4,1,8,"Italian",85828
"2813","sparito",1,1.16512093955353e-05,4,NA,NA,NA,7,"Italian",85828
"2814","andrò",1,1.16512093955353e-05,10,NA,NA,NA,5,"Italian",85828
"2815","preparartela",1,1.16512093955353e-05,9,NA,1,NA,12,"Italian",85828
"2816","riso",1,1.16512093955353e-05,6,NA,NA,NA,4,"Italian",85828
"2817","spinaci",1,1.16512093955353e-05,6,NA,1,NA,7,"Italian",85828
"2818","copridivano",2,2.33024187910705e-05,5.5,NA,2,NA,11,"Italian",85828
"2819","bava",1,1.16512093955353e-05,5,NA,NA,NA,4,"Italian",85828
"2820","bavo",1,1.16512093955353e-05,3,NA,1,NA,4,"Italian",85828
"2821","bulo",1,1.16512093955353e-05,4,NA,NA,NA,4,"Italian",85828
"2822","riaccesa",1,1.16512093955353e-05,4,NA,1,NA,8,"Italian",85828
"2823","millimetro",1,1.16512093955353e-05,9,NA,1,NA,10,"Italian",85828
"2824","barato",2,2.33024187910705e-05,2,NA,1,1,6,"Italian",85828
"2825","soggiorno",3,3.49536281866058e-05,6.33333333333333,NA,3,NA,9,"Italian",85828
"2826","qualcuna",1,1.16512093955353e-05,10,NA,NA,NA,8,"Italian",85828
"2827","trovate",3,3.49536281866058e-05,11.6666666666667,NA,NA,NA,7,"Italian",85828
"2828","poche",4,4.6604837582141e-05,8,NA,2,NA,5,"Italian",85828
