item_id,category,definition,gloss,uni_lemma,language
item_552,action_words,rak,put,put,Hungarian
item_553,action_words,ráz,shake,shake,Hungarian
item_554,action_words,rúg,kick,kick,Hungarian
item_555,action_words,segít,help,help,Hungarian
item_556,action_words,sétál,walk,walk,Hungarian
item_557,action_words,siet,hurry,hurry,Hungarian
item_558,action_words,sikerül,succeed,,Hungarian
item_559,action_words,sír,cry,cry,Hungarian
item_560,action_words,söpör,sweep,sweep,Hungarian
item_561,action_words,szakít,rip,,Hungarian
item_562,action_words,szalad,run,run,Hungarian
item_563,action_words,szárít,dry,,Hungarian
item_564,action_words,takar,cover,cover,Hungarian
item_565,action_words,takarít,clean,,Hungarian
item_566,action_words,szeret,love,love,Hungarian
item_567,action_words,talál,find,find,Hungarian
item_568,action_words,táncol,dance,dance,Hungarian
item_569,action_words,tapsol,clap,clap,Hungarian
item_570,action_words,tart,hold,hold,Hungarian
item_571,action_words,tesz,put,put,Hungarian
item_572,action_words,tetszik,like,,Hungarian
item_573,action_words,tisztít,clean,,Hungarian
item_574,action_words,tol,push,push,Hungarian
item_575,action_words,tör,break,break,Hungarian
item_576,action_words,töröl,wipe,wipe,Hungarian
item_577,action_words,ugrik,jump,jump,Hungarian
item_578,action_words,ül,sit,sit,Hungarian
item_579,action_words,üldöz,chase,,Hungarian
item_580,action_words,úszik,swim,swim,Hungarian
item_581,action_words,üt,hit,hit,Hungarian
item_582,action_words,vág,cut,,Hungarian
item_583,action_words,válaszol,answer,,Hungarian
item_584,action_words,választ,choose,,Hungarian
item_585,action_words,van,be (present tense),be,Hungarian
item_586,action_words,vár,wait,wait,Hungarian
item_587,action_words,vásárol,buy,buy,Hungarian
item_588,action_words,vesz,buy/take,,Hungarian
item_589,action_words,vezet,drive,drive,Hungarian
item_590,action_words,visz,carry,carry,Hungarian
item_591,action_words,zúg,roar,,Hungarian
item_592,verb_modifiers,át-,through,,Hungarian
item_593,verb_modifiers,be-,in,in,Hungarian
item_594,verb_modifiers,bele-,into,,Hungarian
item_595,verb_modifiers,el-,away,away,Hungarian
item_596,verb_modifiers,fel-,up,up,Hungarian
item_597,verb_modifiers,haza-,home,home,Hungarian
item_598,verb_modifiers,ide-,here,here,Hungarian
item_599,verb_modifiers,ki-,out,out,Hungarian
item_600,verb_modifiers,le-,down,down,Hungarian
item_601,verb_modifiers,neki-,to,to,Hungarian
item_602,verb_modifiers,meg-,(perfective),,Hungarian
item_603,verb_modifiers,oda-,there,there,Hungarian
item_604,verb_modifiers,össze-,together,,Hungarian
item_605,verb_modifiers,rá-,onto,,Hungarian
item_606,verb_modifiers,szét-,apart,,Hungarian
item_607,verb_modifiers,vissza-,back,back,Hungarian
item_608,descriptive_words,álmos,sleepy,sleepy,Hungarian
item_609,descriptive_words,aranyos,cute,cute,Hungarian
item_610,descriptive_words,barna,brown,,Hungarian
item_611,descriptive_words,beteg,sick,sick,Hungarian
item_612,descriptive_words,boldog,happy,happy,Hungarian
item_613,descriptive_words,büdös,smelly,,Hungarian
item_614,descriptive_words,buta,stupid,,Hungarian
item_615,descriptive_words,csendes,quiet,,Hungarian
item_616,descriptive_words,dühös,mad,,Hungarian
item_617,descriptive_words,ébren,awake,,Hungarian
item_618,descriptive_words,egyedül,alone,,Hungarian
item_619,descriptive_words,együtt,together,,Hungarian
item_620,descriptive_words,éhes,hungry,hungry,Hungarian
item_621,descriptive_words,első,first,,Hungarian
item_622,descriptive_words,erős,strong,,Hungarian
item_623,descriptive_words,fájdalmas,painful,,Hungarian
item_624,descriptive_words,fáradt,tired,tired,Hungarian
item_625,descriptive_words,fehér,white,white,Hungarian
item_626,descriptive_words,fekete,black,black,Hungarian
item_627,descriptive_words,forró,hot,hot,Hungarian
item_628,descriptive_words,gyenge,weak,,Hungarian
item_629,descriptive_words,gyors,fast,fast,Hungarian
item_630,descriptive_words,hangos,loud,loud,Hungarian
item_631,descriptive_words,hideg,cold,cold,Hungarian
item_632,descriptive_words,hosszú,long,,Hungarian
item_633,descriptive_words,huncut,naughty,naughty,Hungarian
item_634,descriptive_words,hülye,stupid,,Hungarian
item_635,descriptive_words,ijedt,scared,scared,Hungarian
item_636,descriptive_words,jó,good,good,Hungarian
item_637,descriptive_words,jobb,better,,Hungarian
item_638,descriptive_words,kedves,nice/gentle,,Hungarian
item_639,descriptive_words,kék,blue,blue,Hungarian
item_640,descriptive_words,kemény,hard,hard,Hungarian
item_641,descriptive_words,kicsi,little,,Hungarian
item_642,descriptive_words,kövér / dagi,fat,fat,Hungarian
item_643,descriptive_words,lassú,slow,slow,Hungarian
item_644,descriptive_words,lila,purple,,Hungarian
item_645,descriptive_words,magas,high,high,Hungarian
item_646,descriptive_words,maszatos,smudgy,,Hungarian
item_647,descriptive_words,meleg,warm,warm,Hungarian
item_648,descriptive_words,mérges,angry,angry,Hungarian
item_649,descriptive_words,nagy,big,big,Hungarian
item_650,descriptive_words,narancssárga,orange,orange (food),Hungarian
item_651,descriptive_words,nehéz,heavy,heavy,Hungarian
item_652,descriptive_words,okos,clever,,Hungarian
item_653,descriptive_words,öreg,old,old,Hungarian
item_654,descriptive_words,pici,tiny,small,Hungarian
item_655,descriptive_words,piros,red,red,Hungarian
item_656,descriptive_words,piszkos,dirty,dirty,Hungarian
item_657,descriptive_words,puha,soft,soft,Hungarian
item_658,descriptive_words,ragadós,sticky,,Hungarian
item_659,descriptive_words,rendes,neat,,Hungarian
item_660,descriptive_words,rossz,bad,bad,Hungarian
item_661,descriptive_words,sárga,yellow,yellow,Hungarian
item_662,descriptive_words,sáros,muddy,,Hungarian
item_663,descriptive_words,sötét,dark,dark,Hungarian
item_664,descriptive_words,száraz,dry,,Hungarian
item_665,descriptive_words,szegény,poor,,Hungarian
item_666,descriptive_words,szeles,windy,,Hungarian
item_667,descriptive_words,szép,pretty,pretty,Hungarian
item_668,descriptive_words,szomjas,thirsty,thirsty,Hungarian
item_669,descriptive_words,szomorú,sad,sad,Hungarian
item_670,descriptive_words,teli,full,full,Hungarian
item_671,descriptive_words,tiszta,clean,,Hungarian
item_672,descriptive_words,törött,broken,broken,Hungarian
item_673,descriptive_words,új,new,new,Hungarian
item_674,descriptive_words,undorító,yucky,yucky,Hungarian
item_675,descriptive_words,ügyes,smart (skillful),smart,Hungarian
item_676,descriptive_words,üres,empty,empty,Hungarian
item_677,descriptive_words,utolsó,last,,Hungarian
item_678,descriptive_words,vizes,wet,wet,Hungarian
item_679,descriptive_words,zajos,noisy,,Hungarian
item_680,descriptive_words,zöld,green,green,Hungarian
item_681,quantifiers,egy,one,one,Hungarian
item_682,quantifiers,három,three,three,Hungarian
item_683,quantifiers,kettő,two,two,Hungarian
item_684,quantifiers,négy,four,four,Hungarian
item_685,quantifiers,két,two,two,Hungarian
item_686,quantifiers,öt,five,five,Hungarian
item_687,time_words,délelőtt,mid-morning,,Hungarian
item_688,time_words,délután,afternoon,,Hungarian
item_689,time_words,éjszaka / éjjel,night,night,Hungarian
item_690,time_words,előbb,just,,Hungarian
item_691,time_words,előtt,before,,Hungarian
item_692,time_words,este,evening,evening,Hungarian
item_693,time_words,hamar,soon,,Hungarian
item_694,time_words,holnap,tomorrow,tomorrow,Hungarian
item_695,time_words,idő,time,time,Hungarian
item_696,time_words,később,later,later,Hungarian
item_697,time_words,ma,today,today,Hungarian
item_698,time_words,majd,later,later,Hungarian
item_699,time_words,mindjárt,in a minute,,Hungarian
item_700,time_words,most,now,now,Hungarian
item_701,time_words,nap,day,day,Hungarian
item_702,time_words,reggel,morning,morning,Hungarian
item_703,time_words,rögtön,right away,,Hungarian
item_704,time_words,tegnap,yesterday,yesterday,Hungarian
item_705,time_words,után,after,after,Hungarian
item_706,pronouns,az,that,that,Hungarian
item_707,pronouns,azok,those,those,Hungarian
item_708,pronouns,én,I,i,Hungarian
item_709,pronouns,engem,me,me,Hungarian
item_710,pronouns,enyém,mine,mine,Hungarian
item_711,pronouns,ez,this,this,Hungarian
item_712,pronouns,ezek,these,these,Hungarian
item_713,pronouns,mi,we,we,Hungarian
item_714,pronouns,mienk,our,our,Hungarian
item_715,pronouns,minket,us,us,Hungarian
item_716,pronouns,nála,at her/him,,Hungarian
item_717,pronouns,neki,to her/him,,Hungarian
item_718,pronouns,övé,his/hers,,Hungarian
item_719,pronouns,ő,he/she,,Hungarian
item_720,pronouns,ők,they,they,Hungarian
item_721,pronouns,őket,them,them,Hungarian
item_722,pronouns,őt,him/her,,Hungarian
item_723,pronouns,rajta,on him/her,,Hungarian
item_724,pronouns,te,you,you,Hungarian
item_725,pronouns,téged,you (accusative),you,Hungarian
item_726,pronouns,tiéd,your,your,Hungarian
item_727,pronouns,ti,you (plural),you,Hungarian
item_728,pronouns,titeket,you (plural & accusative),you,Hungarian
item_729,pronouns,vele,with her/him,,Hungarian
item_730,question_words,hogy,how/that,,Hungarian
item_731,question_words,hogyan,how,how,Hungarian
item_732,question_words,hol,where,where,Hungarian
item_733,question_words,honnan,from where,,Hungarian
item_734,question_words,hova,where to,,Hungarian
item_735,question_words,ki,who,who,Hungarian
item_736,question_words,kié,whose,whose,Hungarian
item_737,question_words,kik,who (plural),who,Hungarian
item_738,question_words,kinek,to whom,,Hungarian
item_739,question_words,kiről,about who,,Hungarian
item_740,question_words,kit,who (accusative),who,Hungarian
item_741,question_words,kivel,with whom,,Hungarian
item_742,question_words,melyik,which,,Hungarian
item_743,question_words,merre,which way,,Hungarian
item_744,question_words,mi,what,what,Hungarian
item_745,question_words,miért,why,why,Hungarian
item_746,question_words,mik,what (plural),what,Hungarian
item_747,question_words,mikor,when,,Hungarian
item_748,question_words,miről,about what,,Hungarian
item_749,question_words,mit,what (accusative),what,Hungarian
item_750,question_words,mivel,with what,,Hungarian
item_751,question_words,ugye,right?,,Hungarian
item_752,locations,alá,under (as goal),under,Hungarian
item_753,locations,alatt,under (as place),under,Hungarian
item_754,locations,bent,inside/in,,Hungarian
item_755,locations,fent,upstairs,,Hungarian
item_756,locations,fölé,above (as goal),above,Hungarian
item_757,locations,fölött,above (as place),above,Hungarian
item_758,locations,itt,here,here,Hungarian
item_759,locations,kint,outside,outside,Hungarian
item_760,locations,körül,around,,Hungarian
item_761,locations,lent,downstairs,,Hungarian
item_762,locations,mellé,next to (as goal),,Hungarian
item_763,locations,mellett,next to (as place),,Hungarian
item_764,locations,miatt,because of,,Hungarian
item_765,locations,mögött,behind (as place),,Hungarian
item_766,locations,mögé,behind (as goal),,Hungarian
item_767,locations,ott,there,there,Hungarian
item_768,quantifiers,a,the (definite article 1),the,Hungarian
item_769,quantifiers,az,the (definite article 2),the,Hungarian
item_770,quantifiers,egész,whole,,Hungarian
item_771,quantifiers,egyforma,same,same,Hungarian
item_772,quantifiers,egyik,one,,Hungarian
item_773,quantifiers,kevés,few,,Hungarian
item_774,quantifiers,kevesebb,less,,Hungarian
item_775,quantifiers,más,other,other,Hungarian
item_776,quantifiers,másik,another,another,Hungarian
item_777,quantifiers,mind,all/every,all,Hungarian
item_778,quantifiers,semmi,none,none,Hungarian
item_779,quantifiers,sok,a lot / much /many,many,Hungarian
item_780,quantifiers,több,more,more,Hungarian
item_781,quantifiers,túl,too,,Hungarian
item_782,quantifiers,valami,something,,Hungarian
item_783,quantifiers,valamilyen,some kind of,,Hungarian
item_784,helping_verbs,fog (valamit csinálni),will,,Hungarian
item_785,helping_verbs,kell,must/have to,,Hungarian
item_786,helping_verbs,lehet,might,,Hungarian
item_787,helping_verbs,lenne,would,,Hungarian
item_788,helping_verbs,próbál,try,,Hungarian
item_789,helping_verbs,szabad (valamit csinálni),can,can,Hungarian
item_790,helping_verbs,szokott,used to,,Hungarian
item_791,helping_verbs,tilos,must not,,Hungarian
item_792,helping_verbs,tud (valamit csinálni),able to,,Hungarian
item_793,helping_verbs,volna,would,,Hungarian
item_794,connecting_words,aztán,then,,Hungarian
item_795,connecting_words,de,but,,Hungarian
item_796,connecting_words,és,and,,Hungarian
item_797,connecting_words,ha,if,,Hungarian
item_798,connecting_words,hanem,but,,Hungarian
item_799,connecting_words,hogy,that,that,Hungarian
item_800,connecting_words,inkább,rather,,Hungarian
item_801,connecting_words,mert,because,,Hungarian
item_802,connecting_words,pedig,even though,,Hungarian
