id,word,language,form,type,category,lexical_category,lexical_class,uni_lemma,aoa_in_seconds,aoa,lemma,stem_lemma,corrected_pos,on_cdi
266,lunch,English (American),WS,lunch+n,games_routines,other,other,lunch,62899200,728,lunch,lunch,n,TRUE
267,close,English (American),WS,close+v,action_words,predicates,verbs,close,62899200,728,close,close,v,TRUE
268,couch,English (American),WS,couch+n,furniture_rooms,nouns,nouns,couch,62985600,729,couch,couch,n,TRUE
269,stick,English (American),WS,stick+n,outside,nouns,nouns,stick,62985600,729,stick,stick,n,TRUE
270,dinner,English (American),WS,dinner+n,games_routines,other,other,dinner,62985600,729,dinner,dinner,n,TRUE
271,kick,English (American),WS,kick+v,action_words,predicates,verbs,kick,62985600,729,kick,kick,v,TRUE
272,green,English (American),WS,green+a,descriptive_words,predicates,adjectives,green,62985600,729,green,green,a,TRUE
273,butter,English (American),WS,butter+n,food_drink,nouns,nouns,butter,63072000,730,butter,butter,n,TRUE
274,trash,English (American),WS,trash+n,household,nouns,nouns,trash,63072000,730,trash,trash,n,TRUE
275,hit,English (American),WS,hit+v,action_words,predicates,verbs,hit,63072000,730,hit,hit,v,TRUE
276,sing,English (American),WS,sing+v,action_words,predicates,verbs,sing,63072000,730,sing,sing,v,TRUE
277,throw,English (American),WS,throw+v,action_words,predicates,verbs,throw,63072000,730,throw,throw,v,TRUE
278,pretty,English (American),WS,pretty+a,descriptive_words,predicates,adjectives,pretty,63072000,730,pretty,pretty,a,TRUE
279,vacuum,English (American),WS,vacuum+n,household,nouns,nouns,vacuum,63158400,731,vacuum,vacuum,n,TRUE
280,hurt,English (American),WS,hurt+a,descriptive_words,predicates,adjectives,hurt (description),63158400,731,hurt,hurt,a,TRUE
281,night,English (American),WS,night+n,time_words,other,other,night,63244800,732,night,night,n,TRUE
282,push,English (American),WS,push+v,action_words,predicates,verbs,push,63331200,733,push,push,v,TRUE
283,swim,English (American),WS,swim+v,action_words,predicates,verbs,swim,63331200,733,swim,swim,v,TRUE
284,beans,English (American),WS,bean+n,food_drink,nouns,nouns,beans,63417600,734,beans,bean,n,TRUE
285,peanut butter,English (American),WS,peanut butter+n,food_drink,nouns,nouns,peanut butter,63417600,734,peanut butter,peanut butter,n,TRUE
286,peas,English (American),WS,pea+n,food_drink,nouns,nouns,peas,63504000,735,peas,pea,n,TRUE
287,sandwich,English (American),WS,sandwich+n,food_drink,nouns,nouns,sandwich,63590400,736,sandwich,sandwich,n,TRUE
288,this,English (American),WS,this+r,pronouns,function_words,function_words,this,63590400,736,this,this,r,TRUE
289,napkin,English (American),WS,napkin+n,household,nouns,nouns,napkin,63676800,737,napkin,napkin,n,TRUE
290,room,English (American),WS,room+n,furniture_rooms,nouns,nouns,room,63676800,737,room,room,n,TRUE
291,doctor,English (American),WS,doctor+n,people,other,other,doctor,63676800,737,doctor,doctor,n,TRUE
292,asleep,English (American),WS,asleep+a,descriptive_words,predicates,adjectives,asleep,63676800,737,asleep,asleep,a,TRUE
293,my,English (American),WS,my+r,pronouns,function_words,function_words,my,63676800,737,my,my,r,TRUE
294,break,English (American),WS,break+v,action_words,predicates,verbs,break,63763200,738,break,break,v,TRUE
295,do,English (American),WS,do+v,helping_verbs,function_words,function_words,do,63763200,738,do,do,v,TRUE
296,ant,English (American),WS,ant+n,animals,nouns,nouns,ant,63849600,739,ant,ant,n,TRUE
297,gonna get you!,English (American),WS,gonna get you+other,games_routines,other,other,gonna get you,63849600,739,gonna get you,gonna get you,other,TRUE
298,story,English (American),WS,story+n,toys,nouns,nouns,story,63936000,740,story,story,n,TRUE
299,zipper,English (American),WS,zipper+n,clothing,nouns,nouns,zipper,64022400,741,zipper,zipper,n,TRUE
300,purse,English (American),WS,purse+n,household,nouns,nouns,purse,64022400,741,purse,purse,n,TRUE
301,tissue/kleenex,English (American),WS,tissue+n,household,nouns,nouns,tissue,64022400,741,tissue,tissue,n,TRUE
302,hamburger,English (American),WS,hamburger+n,food_drink,nouns,nouns,hamburger,64195200,743,hamburger,hamburger,n,TRUE
303,shorts,English (American),WS,short+n,clothing,nouns,nouns,shorts,64195200,743,shorts,short,n,TRUE
304,comb,English (American),WS,comb+n,household,nouns,nouns,comb (object),64195200,743,comb,comb,n,TRUE
305,window,English (American),WS,window+n,furniture_rooms,nouns,nouns,window,64195200,743,window,window,n,TRUE
306,work (action),English (American),WS,work+v,action_words,predicates,verbs,work (action),64195200,743,work,work,v,TRUE
307,heavy,English (American),WS,heavy+a,descriptive_words,predicates,adjectives,heavy,64195200,743,heavy,heavy,a,TRUE
308,coffee,English (American),WS,coffee+n,food_drink,nouns,nouns,coffee,64281600,744,coffee,coffee,n,TRUE
309,soup,English (American),WS,soup+n,food_drink,nouns,nouns,soup,64281600,744,soup,soup,n,TRUE
310,drive,English (American),WS,drive+v,action_words,predicates,verbs,drive,64281600,744,drive,drive,v,TRUE
311,helicopter,English (American),WS,helicopter+n,vehicles,nouns,nouns,helicopter,64368000,745,helicopter,helicopter,n,TRUE
312,chocolate,English (American),WS,chocolate+n,food_drink,nouns,nouns,chocolate,64368000,745,chocolate,chocolate,n,TRUE
313,stairs,English (American),WS,stair+n,furniture_rooms,nouns,nouns,stairs,64368000,745,stairs,stair,n,TRUE
314,fix,English (American),WS,fix+v,action_words,predicates,verbs,fix,64368000,745,fix,fix,v,TRUE
315,bad,English (American),WS,bad+a,descriptive_words,predicates,adjectives,bad,64454400,746,bad,bad,a,TRUE
316,here,English (American),WS,here+r,locations,function_words,function_words,here,64454400,746,here,here,r,TRUE
317,squirrel,English (American),WS,squirrel+n,animals,nouns,nouns,squirrel,64540800,747,squirrel,squirrel,n,TRUE
318,babysitter's name,English (American),WS,babysitter's name+other,people,other,other,babysitter's name,64540800,747,babysitter's name,babysitter's name,other,TRUE
319,cockadoodledoo,English (American),WS,cockadoodledoo+other,sounds,other,other,cockadoodledoo,64627200,748,cockadoodledoo,cockadoodledoo,other,TRUE
320,zebra,English (American),WS,zebra+n,animals,nouns,nouns,zebra,64627200,748,zebra,zebra,n,TRUE
321,hold,English (American),WS,hold+v,action_words,predicates,verbs,hold,64627200,748,hold,hold,v,TRUE
322,snow,English (American),WS,snow+n,outside,nouns,nouns,snow,64713600,749,snow,snow,n,TRUE
323,wanna/want to,English (American),WS,wanna+r,helping_verbs,function_words,function_words,wanna,64713600,749,wanna,wanna,r,TRUE
324,knife,English (American),WS,knife+n,household,nouns,nouns,knife,64800000,750,knife,knife,n,TRUE
325,cook,English (American),WS,cook+v,action_words,predicates,verbs,cook,64800000,750,cook,cook,v,TRUE
326,pencil,English (American),WS,pencil+n,toys,nouns,nouns,pencil,64972800,752,pencil,pencil,n,TRUE
327,stroller,English (American),WS,stroller+n,vehicles,nouns,nouns,stroller,65059200,753,stroller,stroller,n,TRUE
328,present,English (American),WS,present+n,toys,nouns,nouns,present,65059200,753,present,present,n,TRUE
329,potato,English (American),WS,potato+n,food_drink,nouns,nouns,potato,65059200,753,potato,potato,n,TRUE
330,motorcycle,English (American),WS,motorcycle+n,vehicles,nouns,nouns,motorcycle,65145600,754,motorcycle,motorcycle,n,TRUE
331,lips,English (American),WS,lip+n,body_parts,nouns,nouns,lips,65145600,754,lips,lip,n,TRUE
332,bedroom,English (American),WS,bedroom+n,furniture_rooms,nouns,nouns,bedroom,65145600,754,bedroom,bedroom,n,TRUE
333,give me five!,English (American),WS,give me five+other,games_routines,other,other,give me five,65232000,755,give me five,give me five,other,TRUE
334,little (description),English (American),WS,little+a,descriptive_words,predicates,adjectives,little (description),65232000,755,little,little,a,TRUE
335,applesauce,English (American),WS,applesauce+n,food_drink,nouns,nouns,applesauce,65318400,756,applesauce,applesauce,n,TRUE
336,basket,English (American),WS,basket+n,household,nouns,nouns,basket,65318400,756,basket,basket,n,TRUE
337,nice,English (American),WS,nice+a,descriptive_words,predicates,adjectives,nice,65318400,756,nice,nice,a,TRUE
338,sink,English (American),WS,sink+n,furniture_rooms,nouns,nouns,sink,65404800,757,sink,sink,n,TRUE
339,man,English (American),WS,man+n,people,other,other,man,65404800,757,man,man,n,TRUE
340,hide,English (American),WS,hide+v,action_words,predicates,verbs,hide,65404800,757,hide,hide,v,TRUE
341,alligator,English (American),WS,alligator+n,animals,nouns,nouns,alligator,65491200,758,alligator,alligator,n,TRUE
342,dress (object),English (American),WS,dress+n,clothing,nouns,nouns,dress (object),65491200,758,dress,dress,n,TRUE
343,cloud,English (American),WS,cloud+n,outside,nouns,nouns,cloud,65491200,758,cloud,cloud,n,TRUE
344,catch,English (American),WS,catch+v,action_words,predicates,verbs,catch,65491200,758,catch,catch,v,TRUE
345,where,English (American),WS,where+r,question_words,function_words,function_words,where (question),65491200,758,where,where,r,TRUE
346,tractor,English (American),WS,tractor+n,vehicles,nouns,nouns,tractor,65577600,759,tractor,tractor,n,TRUE
347,pattycake,English (American),WS,pattycake+other,games_routines,other,other,pattycake,65577600,759,pattycake,pattycake,other,TRUE
348,carry,English (American),WS,carry+v,action_words,predicates,verbs,carry,65577600,759,carry,carry,v,TRUE
349,splash,English (American),WS,splash+v,action_words,predicates,verbs,splash,65577600,759,splash,splash,v,TRUE
350,camera,English (American),WS,camera+n,household,nouns,nouns,camera,65664000,760,camera,camera,n,TRUE
351,draw,English (American),WS,draw+v,action_words,predicates,verbs,draw,65664000,760,draw,draw,v,TRUE
352,there,English (American),WS,there+r,locations,function_words,function_words,there,65664000,760,there,there,r,TRUE
353,pumpkin,English (American),WS,pumpkin+n,food_drink,nouns,nouns,pumpkin,65750400,761,pumpkin,pumpkin,n,TRUE
354,street,English (American),WS,street+n,outside,nouns,nouns,street,65750400,761,street,street,n,TRUE
355,sleepy,English (American),WS,sleepy+a,descriptive_words,predicates,adjectives,sleepy,65750400,761,sleepy,sleepy,a,TRUE
356,glass,English (American),WS,glass+n,household,nouns,nouns,glass,65836800,762,glass,glass,n,TRUE
357,find,English (American),WS,find+v,action_words,predicates,verbs,find,65923200,763,find,find,v,TRUE
358,now,English (American),WS,now+r,time_words,other,other,now,65923200,763,now,now,r,TRUE
359,popsicle,English (American),WS,popsicle+n,food_drink,nouns,nouns,popsicle,66009600,764,popsicle,popsicle,n,TRUE
360,necklace,English (American),WS,necklace+n,clothing,nouns,nouns,necklace,66096000,765,necklace,necklace,n,TRUE
361,climb,English (American),WS,climb+v,action_words,predicates,verbs,climb,66096000,765,climb,climb,v,TRUE
362,knock,English (American),WS,knock+v,action_words,predicates,verbs,knock,66096000,765,knock,knock,v,TRUE
363,crib,English (American),WS,crib+n,furniture_rooms,nouns,nouns,crib,66182400,766,crib,crib,n,TRUE
364,refrigerator,English (American),WS,refrigerator+n,furniture_rooms,nouns,nouns,refrigerator,66182400,766,refrigerator,refrigerator,n,TRUE
365,scissors,English (American),WS,scissors+n,household,nouns,nouns,scissors,66268800,767,scissors,scissors,n,TRUE
366,zoo,English (American),WS,zoo+n,places,other,other,zoo,66268800,767,zoo,zoo,n,TRUE
367,give,English (American),WS,give+v,action_words,predicates,verbs,give,66268800,767,give,give,v,TRUE
368,stuck,English (American),WS,stuck+a,descriptive_words,predicates,adjectives,stuck,66268800,767,stuck,stuck,a,TRUE
